sex,internetdailyhour,transport,vehicletype,monthlygrocerybill,frequencyoftravelingbyair,vehiclemonthlydistancekm,wastebagweeklycount,timespentonpc,carbonemission
female,13,walk/bicycle,,239,never,46,1,2,734
female,9,walk/bicycle,,77,frequently,66,3,20,2413
female,22,private,lpg,107,very frequently,7523,4,12,4124
female,3,walk/bicycle,,243,very frequently,51,2,16,2759
female,5,walk/bicycle,,213,frequently,96,3,16,1667
female,9,private,diesel,72,frequently,7757,4,9,2988
female,19,walk/bicycle,,152,never,79,7,11,1690
female,22,private,diesel,258,very frequently,3748,7,17,3791
female,4,private,petrol,179,frequently,3148,7,9,3630
female,12,private,petrol,198,rarely,5151,4,19,3341
male,0,walk/bicycle,,182,frequently,84,7,14,2903
male,1,private,lpg,58,never,8585,7,18,3942
male,17,public,,296,frequently,1113,1,19,2066
female,3,public,,66,very frequently,1238,2,12,2527
male,3,private,electric,73,very frequently,7677,5,8,2551
male,19,public,,211,never,1176,5,6,1954
male,2,walk/bicycle,,221,rarely,22,6,5,1451
female,22,public,,119,rarely,1797,2,3,992
female,9,private,hybrid,240,never,2456,3,16,1710
male,3,private,petrol,261,very frequently,3229,1,10,4352
female,10,private,hybrid,149,never,3294,3,19,2062
female,3,private,electric,178,very frequently,5409,5,6,1886
female,12,public,,190,very frequently,561,4,3,2321
female,20,private,diesel,199,rarely,9427,3,22,3781
male,12,private,electric,177,frequently,131,4,9,1227
female,2,walk/bicycle,,70,rarely,34,2,21,1481
female,3,walk/bicycle,,237,never,93,2,5,1325
female,8,private,electric,89,very frequently,8843,1,3,1945
male,7,private,diesel,95,very frequently,556,4,17,2812
female,2,public,,260,frequently,1733,3,20,2213
male,7,public,,68,never,49,7,14,1287
female,13,walk/bicycle,,201,very frequently,60,6,21,2603
female,2,public,,85,very frequently,284,7,6,2394
female,23,public,,78,very frequently,446,1,11,2292
female,5,private,hybrid,58,never,5956,4,24,1707
male,24,walk/bicycle,,94,very frequently,17,6,24,2757
female,4,public,,102,never,863,3,23,955
male,21,public,,236,frequently,596,1,9,1684
male,5,private,hybrid,111,very frequently,3325,6,22,3149
male,10,public,,170,frequently,235,3,19,1806
female,20,public,,195,rarely,1952,1,21,782
female,19,public,,285,frequently,1963,4,3,2485
male,5,private,lpg,281,frequently,3055,6,13,3412
male,11,private,diesel,287,rarely,8077,2,17,3509
male,20,private,petrol,185,rarely,2077,1,11,2626
male,1,private,electric,278,frequently,5043,5,12,2268
female,14,walk/bicycle,,278,rarely,69,2,1,1642
male,13,private,petrol,249,never,7179,6,21,3821
female,7,private,petrol,60,rarely,7186,5,4,3508
male,0,public,,276,rarely,127,4,20,2229
male,23,walk/bicycle,,285,frequently,79,3,6,2221
male,10,public,,158,never,1649,2,5,1358
female,21,private,lpg,77,very frequently,7486,5,12,4359
male,9,private,hybrid,107,rarely,3604,1,14,1824
male,10,private,diesel,172,frequently,5037,2,7,2946
male,22,private,lpg,105,rarely,4071,5,23,2195
female,17,private,hybrid,132,rarely,7430,5,15,3284
male,2,walk/bicycle,,144,rarely,7,3,17,1246
female,24,walk/bicycle,,135,rarely,14,7,12,1780
female,18,walk/bicycle,,178,frequently,20,1,0,1551
male,12,public,,216,frequently,1283,7,1,2809
male,17,walk/bicycle,,244,very frequently,92,2,11,2269
female,3,private,lpg,151,rarely,4989,1,20,2642
male,1,walk/bicycle,,259,never,18,6,3,2009
male,20,walk/bicycle,,241,frequently,54,3,5,2168
male,21,public,,271,very frequently,506,5,8,3114
male,18,walk/bicycle,,178,never,52,1,10,1736
male,3,public,,151,never,559,2,20,1180
male,0,public,,80,never,1230,1,16,1107
male,20,public,,281,very frequently,737,5,20,2919
male,19,public,,179,frequently,550,3,4,2539
male,23,walk/bicycle,,150,very frequently,71,7,16,3244
male,20,private,hybrid,110,never,2041,2,15,1804
female,5,public,,101,never,68,3,13,881
male,2,public,,87,very frequently,677,6,17,2857
male,11,private,diesel,222,frequently,2212,7,15,3319
male,17,walk/bicycle,,118,rarely,39,6,20,926
male,16,private,lpg,235,never,3368,7,12,2042
male,0,public,,173,frequently,1219,4,21,1920
male,22,private,diesel,216,frequently,3757,3,14,2451
male,2,public,,97,very frequently,552,2,9,2196
male,11,walk/bicycle,,193,very frequently,2,7,5,2929
male,13,private,lpg,144,rarely,5134,5,5,2714
male,20,private,lpg,188,very frequently,1230,2,24,3088
female,18,public,,270,never,377,2,17,895
female,0,private,diesel,167,very frequently,1630,5,5,3231
female,11,private,electric,181,very frequently,3900,6,15,2312
male,13,public,,99,rarely,165,7,21,1743
female,19,public,,143,rarely,1100,4,21,1741
male,19,walk/bicycle,,88,very frequently,37,2,13,3309
female,23,public,,102,rarely,1215,3,21,1177
female,23,walk/bicycle,,149,frequently,8,7,7,1631
male,13,public,,76,frequently,302,6,8,2524
male,15,public,,268,frequently,1343,7,12,2167
female,0,private,lpg,246,very frequently,9671,3,5,4922
female,20,private,diesel,54,rarely,6465,2,16,2328
male,6,public,,158,never,647,1,15,940
female,1,private,diesel,94,frequently,421,2,18,1146
male,1,walk/bicycle,,173,very frequently,50,1,4,3287
female,13,walk/bicycle,,124,frequently,16,4,14,1835
male,11,private,lpg,86,very frequently,4276,6,10,3197
male,18,private,electric,174,frequently,2218,1,24,1984
female,6,private,hybrid,185,rarely,6994,4,4,2079
male,12,private,hybrid,296,very frequently,6883,3,19,3122
female,8,private,hybrid,87,frequently,4737,7,16,2545
male,24,walk/bicycle,,122,very frequently,43,2,12,2620
female,9,private,electric,173,frequently,5027,6,15,1799
female,3,private,petrol,135,rarely,5330,7,6,2813
female,9,private,hybrid,165,very frequently,7390,3,11,3040
female,24,public,,223,rarely,1586,5,2,1327
male,15,public,,85,very frequently,224,7,2,2752
male,16,private,lpg,263,rarely,2929,6,2,2211
female,1,walk/bicycle,,191,frequently,81,7,20,1589
male,2,walk/bicycle,,224,very frequently,61,5,5,2905
female,9,private,lpg,150,frequently,546,3,14,2594
female,13,public,,149,rarely,1560,3,1,1515
male,7,public,,144,never,560,6,1,2281
female,9,walk/bicycle,,170,frequently,93,2,0,2003
female,0,walk/bicycle,,198,frequently,39,6,10,1163
female,1,private,diesel,128,very frequently,9745,1,19,4556
female,24,walk/bicycle,,81,never,74,6,13,1417
male,18,public,,93,never,1846,5,19,899
male,22,public,,295,never,706,7,19,1221
female,0,walk/bicycle,,119,very frequently,21,3,12,2186
female,19,public,,222,frequently,103,3,9,1538
male,13,walk/bicycle,,298,never,52,7,20,2502
male,5,private,electric,52,never,8797,7,13,1059
female,13,walk/bicycle,,299,never,47,1,12,820
female,22,public,,92,rarely,1967,4,8,1348
male,20,private,lpg,273,rarely,9980,7,17,5663
female,16,public,,62,rarely,1232,5,6,904
male,0,walk/bicycle,,231,frequently,51,5,1,3046
female,24,private,lpg,146,rarely,3192,4,12,2248
female,5,walk/bicycle,,182,very frequently,24,4,6,2436
male,24,walk/bicycle,,181,very frequently,50,4,21,3172
male,13,private,petrol,78,rarely,798,3,0,2401
male,18,public,,140,rarely,409,1,21,1224
female,23,private,electric,229,never,2389,5,24,1480
female,21,private,lpg,82,frequently,9773,2,5,4307
male,10,public,,284,never,1328,2,5,1638
female,22,public,,155,never,1478,4,19,1110
male,12,public,,245,very frequently,1308,3,9,2449
male,3,private,diesel,230,very frequently,3310,4,13,3881
female,13,walk/bicycle,,139,never,75,2,14,1576
female,8,public,,175,never,1774,1,12,980
male,5,private,hybrid,95,frequently,2910,3,12,2708
female,15,walk/bicycle,,70,rarely,98,1,8,909
male,2,walk/bicycle,,167,very frequently,13,6,7,3690
female,11,public,,210,frequently,1098,7,16,2416
female,6,walk/bicycle,,294,never,0,7,21,1276
female,17,public,,146,rarely,854,4,20,1499
male,14,walk/bicycle,,140,very frequently,85,3,3,3069
male,20,walk/bicycle,,239,very frequently,89,1,19,2696
female,22,private,hybrid,258,rarely,7715,2,7,3432
female,6,walk/bicycle,,108,never,59,2,1,763
female,22,walk/bicycle,,291,rarely,51,5,24,1531
female,9,private,petrol,188,rarely,2553,3,4,3050
male,22,walk/bicycle,,142,never,65,3,10,1988
female,10,public,,69,very frequently,274,4,11,1852
female,5,walk/bicycle,,209,very frequently,50,2,3,2296
female,2,public,,58,frequently,219,7,14,1757
female,1,private,hybrid,231,frequently,6510,6,23,2744
male,4,walk/bicycle,,216,rarely,18,2,17,1985
male,24,public,,163,never,1118,4,12,1275
female,10,public,,147,rarely,1095,1,18,1586
male,8,walk/bicycle,,217,rarely,23,4,24,1681
male,15,walk/bicycle,,238,frequently,83,4,21,2230
male,8,walk/bicycle,,251,frequently,20,7,7,3099
male,0,private,hybrid,60,never,7285,1,14,1757
female,10,public,,175,rarely,405,4,7,1532
male,18,private,petrol,266,frequently,6743,1,20,4416
male,9,walk/bicycle,,114,rarely,8,6,19,1701
male,23,walk/bicycle,,132,very frequently,41,7,16,4194
male,6,public,,106,frequently,1059,3,12,1634
female,6,walk/bicycle,,108,rarely,49,2,23,1329
male,6,walk/bicycle,,145,very frequently,26,7,3,2901
male,18,public,,84,frequently,1345,2,1,2536
male,23,walk/bicycle,,171,very frequently,93,4,24,3100
female,11,walk/bicycle,,68,very frequently,0,3,5,2180
male,22,walk/bicycle,,275,never,63,6,21,1629
male,10,walk/bicycle,,217,never,44,2,8,1493
female,20,private,petrol,139,rarely,1025,1,12,1543
female,11,public,,141,frequently,265,1,22,1389
male,1,walk/bicycle,,146,rarely,59,7,22,2118
female,23,walk/bicycle,,221,frequently,60,6,16,2288
female,7,public,,198,frequently,1906,5,2,2167
female,6,private,electric,296,frequently,6798,5,4,2055
male,10,public,,110,very frequently,996,3,18,2618
female,21,private,diesel,204,very frequently,3002,1,10,3468
male,13,walk/bicycle,,108,never,34,2,11,1515
male,8,public,,285,frequently,29,4,19,2747
male,12,public,,98,never,525,4,0,1261
male,21,private,diesel,122,never,1298,6,19,2690
male,14,private,petrol,282,rarely,8881,7,0,4323
male,0,public,,78,very frequently,567,7,16,2978
female,3,public,,74,frequently,673,1,6,1463
male,16,walk/bicycle,,176,never,9,6,9,2181
female,12,public,,228,rarely,970,1,20,1951
female,20,public,,143,very frequently,541,6,13,3080
male,24,private,hybrid,86,very frequently,49,4,8,2363
female,10,walk/bicycle,,117,never,51,4,17,1408
female,3,walk/bicycle,,165,frequently,80,4,14,1550
female,23,private,petrol,223,never,8741,1,22,4562
male,16,public,,57,very frequently,1863,7,19,3415
male,15,walk/bicycle,,172,very frequently,99,3,3,3114
female,13,walk/bicycle,,292,very frequently,23,7,0,2668
male,17,public,,298,never,159,1,3,1242
male,5,public,,134,very frequently,287,4,24,2358
male,12,public,,244,very frequently,1539,6,4,3401
female,7,private,diesel,122,very frequently,9828,7,18,4490
female,16,private,electric,153,very frequently,3457,1,13,1859
female,24,public,,236,rarely,1792,2,8,1057
male,0,private,petrol,202,rarely,7934,3,20,4631
female,12,public,,79,never,1312,2,22,1065
male,10,walk/bicycle,,228,rarely,33,1,0,1094
female,7,private,diesel,212,rarely,9242,7,0,3085
female,0,walk/bicycle,,239,very frequently,75,6,24,2542
female,3,private,diesel,166,never,9704,4,13,2969
male,6,public,,161,never,1204,1,1,1320
female,11,walk/bicycle,,225,rarely,37,5,5,2155
female,22,private,diesel,253,never,7988,2,21,3641
male,20,public,,295,very frequently,882,4,16,3199
male,10,private,lpg,107,rarely,3194,6,17,2796
male,19,walk/bicycle,,256,very frequently,79,3,11,2654
female,23,public,,203,never,675,2,15,1236
male,9,walk/bicycle,,84,very frequently,85,3,19,2233
male,18,public,,179,rarely,648,5,21,2708
female,9,public,,57,never,718,7,0,1184
female,1,public,,154,never,393,5,18,1099
male,20,public,,276,rarely,270,5,10,1526
female,2,public,,250,rarely,1638,7,21,1870
female,13,walk/bicycle,,184,never,35,6,1,1833
male,15,public,,179,very frequently,1423,4,12,3516
male,12,public,,66,very frequently,435,7,15,2333
male,4,walk/bicycle,,50,rarely,25,5,16,2718
male,13,public,,130,rarely,1950,3,23,1916
male,12,private,lpg,213,rarely,3654,5,4,2637
male,24,walk/bicycle,,233,rarely,74,3,0,1126
female,6,walk/bicycle,,297,rarely,72,1,3,1066
male,12,walk/bicycle,,79,frequently,57,3,21,1855
male,16,private,lpg,139,frequently,370,1,19,2258
female,4,walk/bicycle,,178,never,70,2,10,1385
male,11,private,lpg,293,never,8001,2,13,3201
female,13,walk/bicycle,,64,very frequently,22,7,4,2771
female,1,public,,242,never,520,3,24,1331
male,14,private,electric,170,frequently,8876,7,16,2608
male,10,walk/bicycle,,155,never,44,4,22,1414
female,22,public,,255,frequently,402,7,3,2339
male,12,public,,147,very frequently,1679,1,5,2783
female,13,private,diesel,160,never,7440,7,24,4039
male,0,private,lpg,85,very frequently,678,7,20,3036
male,2,public,,188,rarely,1319,7,9,1645
female,19,walk/bicycle,,90,frequently,15,4,9,1553
male,17,walk/bicycle,,259,frequently,6,6,7,2789
female,19,walk/bicycle,,69,never,35,1,7,1023
female,20,private,petrol,210,very frequently,6683,1,6,3624
male,11,walk/bicycle,,147,very frequently,36,5,18,2561
female,7,private,lpg,79,never,4195,3,24,2855
male,17,walk/bicycle,,226,very frequently,21,4,6,2267
female,15,public,,255,never,1798,3,23,994
female,2,private,lpg,59,frequently,4562,7,8,3571
female,18,public,,178,rarely,1006,1,14,1789
male,22,walk/bicycle,,119,frequently,77,5,8,2170
female,1,private,hybrid,282,rarely,4428,6,11,2751
female,9,public,,91,rarely,1630,5,13,1470
female,8,private,hybrid,202,frequently,9282,7,11,3199
male,2,private,lpg,183,never,7025,2,0,3443
female,3,walk/bicycle,,299,very frequently,1,7,3,3238
male,24,private,hybrid,88,rarely,5321,4,16,2598
female,11,private,electric,89,never,7423,2,7,1479
male,4,walk/bicycle,,273,rarely,55,3,12,977
male,13,public,,104,frequently,87,3,12,1589
female,1,private,electric,176,rarely,4373,2,11,1184
female,9,private,hybrid,256,never,7576,7,10,2514
female,18,walk/bicycle,,122,rarely,5,7,18,2056
male,2,walk/bicycle,,211,very frequently,76,7,17,2546
male,24,private,diesel,260,rarely,2468,7,18,2334
male,19,private,lpg,187,frequently,8542,1,18,4131
female,14,walk/bicycle,,259,frequently,53,1,22,1857
female,23,private,electric,209,rarely,9970,6,2,2127
female,7,public,,126,frequently,118,2,15,1738
female,22,private,lpg,152,never,6040,3,7,2779
male,20,public,,168,very frequently,1202,4,24,4219
male,0,private,lpg,142,frequently,1943,7,9,2966
male,9,walk/bicycle,,95,never,95,6,1,1417
male,9,walk/bicycle,,111,very frequently,70,7,23,3444
male,23,walk/bicycle,,61,frequently,63,4,13,1641
female,9,private,petrol,183,very frequently,2132,5,8,2886
male,4,walk/bicycle,,152,never,91,7,2,2537
female,20,private,petrol,117,rarely,185,2,9,572
male,17,private,petrol,163,frequently,3674,4,15,4285
female,12,private,electric,181,rarely,7643,5,12,1837
male,11,walk/bicycle,,236,very frequently,7,4,12,3280
female,14,private,lpg,109,very frequently,3237,3,6,2721
female,1,public,,211,frequently,1254,6,17,3095
male,19,walk/bicycle,,72,very frequently,98,2,0,2537
male,20,private,lpg,264,frequently,8451,7,21,5247
female,11,walk/bicycle,,75,very frequently,84,3,19,2601
male,10,public,,157,frequently,1396,5,4,1895
male,20,public,,165,frequently,1703,2,5,2189
male,8,private,hybrid,242,rarely,1439,1,14,1089
female,15,walk/bicycle,,53,never,30,2,22,1109
female,22,public,,164,never,378,3,18,1328
male,10,walk/bicycle,,171,rarely,92,3,19,2298
female,14,public,,205,rarely,1007,7,11,1986
female,0,walk/bicycle,,284,never,63,4,7,1381
female,24,walk/bicycle,,233,never,60,7,22,1764
female,13,private,lpg,65,very frequently,5498,7,8,4658
female,10,private,lpg,67,never,8858,6,11,3875
female,19,public,,54,never,879,3,11,1536
male,18,private,hybrid,143,never,8590,5,7,3191
female,14,private,hybrid,273,very frequently,911,3,12,3129
male,16,walk/bicycle,,247,rarely,35,6,11,2294
female,5,public,,125,very frequently,1096,5,3,2273
female,5,walk/bicycle,,197,frequently,43,2,21,1266
female,14,public,,159,frequently,1491,3,24,2578
male,13,walk/bicycle,,93,rarely,7,2,3,1513
male,16,private,hybrid,132,never,5132,7,21,2445
male,1,walk/bicycle,,233,frequently,94,2,17,1771
female,18,public,,159,never,30,1,10,1335
female,15,walk/bicycle,,204,rarely,56,7,2,808
female,18,private,lpg,252,very frequently,9734,7,11,5444
male,7,private,electric,245,rarely,1092,6,16,2052
male,24,private,petrol,160,frequently,9363,4,11,5425
male,6,walk/bicycle,,220,never,27,5,2,1100
female,14,walk/bicycle,,187,very frequently,24,3,18,2053
female,13,private,electric,176,very frequently,4407,7,18,2922
female,2,public,,292,never,1468,3,18,2160
male,21,private,diesel,234,very frequently,5098,5,7,4963
male,10,private,lpg,61,rarely,4055,1,18,2207
female,4,private,petrol,71,rarely,352,5,1,1073
female,12,private,electric,212,rarely,4273,6,21,2177
male,7,walk/bicycle,,56,frequently,7,4,15,1613
female,0,private,lpg,169,frequently,1769,7,18,2519
female,4,walk/bicycle,,123,rarely,43,4,23,1786
female,4,private,lpg,142,rarely,6372,7,12,3529
female,4,public,,126,never,1251,6,24,1311
female,11,private,diesel,138,rarely,6063,7,9,2819
female,24,private,hybrid,138,frequently,8744,7,6,3404
male,0,private,lpg,260,never,1574,5,19,1721
female,4,public,,156,very frequently,1672,3,13,2188
female,16,walk/bicycle,,291,never,98,2,10,1802
male,11,private,diesel,165,frequently,7287,6,19,3613
female,21,walk/bicycle,,190,frequently,29,7,0,2186
female,8,private,hybrid,56,very frequently,508,6,20,2676
female,22,private,electric,75,rarely,1995,3,12,1183
male,18,private,lpg,173,very frequently,1800,3,2,3579
female,7,walk/bicycle,,85,frequently,98,7,19,1915
female,0,walk/bicycle,,55,frequently,22,4,7,2370
female,10,private,petrol,238,very frequently,3913,6,19,5238
female,16,walk/bicycle,,184,never,44,1,4,1022
female,17,public,,243,never,1598,1,2,1074
female,19,private,petrol,104,frequently,5677,2,8,4385
female,19,walk/bicycle,,267,never,83,7,21,1618
male,11,private,electric,121,never,667,4,11,1499
female,9,private,diesel,286,very frequently,7330,5,0,3780
male,5,walk/bicycle,,184,rarely,0,2,0,1873
male,17,walk/bicycle,,262,frequently,66,7,22,2272
male,11,walk/bicycle,,86,never,27,3,24,1599
female,6,public,,227,frequently,1981,1,23,2310
male,18,private,diesel,60,rarely,5743,3,3,2817
male,9,public,,267,frequently,1338,3,16,2091
female,4,walk/bicycle,,139,frequently,90,2,19,2143
male,21,public,,181,very frequently,1182,5,22,3689
female,15,public,,279,very frequently,347,3,24,2133
female,15,public,,122,rarely,1286,4,4,1458
male,1,private,diesel,281,never,2948,4,11,1903
male,1,walk/bicycle,,200,never,53,7,24,1594
male,23,private,hybrid,60,never,2677,2,6,1594
male,22,public,,244,frequently,626,6,20,1755
female,1,public,,102,very frequently,726,7,17,3399
female,0,public,,197,frequently,48,3,4,1567
male,12,private,hybrid,117,rarely,6711,3,11,2344
male,3,walk/bicycle,,71,very frequently,46,6,12,2790
